EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 01-01-2025
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 CC   : cloud cover in oktas
23-27 Q_CC : Quality code for CC (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station SPAIN, VALENCIA (STAID: 237).
Blended and updated with sources: 101025 908285 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   CC, Q_CC
101025,19380311,    2,    0
101025,19380312,    0,    0
101025,19380313,    5,    0
101025,19380314,    6,    0
101025,19380315,    1,    0
101025,19380316,    1,    0
101025,19380317,    0,    0
101025,19380318,    0,    0
101025,19380319,    1,    0
101025,19380320,    3,    0
101025,19380321,    7,    0
101025,19380322,    8,    0
101025,19380323,    6,    0
101025,19380324,    6,    0
101025,19380325,    3,    0
101025,19380326,    3,    0
101025,19380327,    0,    0
101025,19380328,    0,    0
101025,19380329,    0,    0
101025,19380330,    0,    0
101025,19380331,    0,    0
101025,19380401,    0,    0
101025,19380402,    1,    0
101025,19380403,    3,    0
101025,19380404,    3,    0
101025,19380405,    8,    0
101025,19380406,    3,    0
101025,19380407,    0,    0
101025,19380408,    0,    0
101025,19380409,    5,    0
101025,19380410,    1,    0
101025,19380411,    5,    0
101025,19380412,    1,    0
101025,19380413,    3,    0
101025,19380414,    1,    0
101025,19380415,    0,    0
101025,19380416,    8,    0
101025,19380417,    6,    0
101025,19380418,    8,    0
101025,19380419,    6,    0
101025,19380420,    4,    0
101025,19380421,    8,    0
101025,19380422,    6,    0
101025,19380423,    4,    0
101025,19380424,    2,    0
101025,19380425,    1,    0
101025,19380426,    6,    0
101025,19380427,    8,    0
101025,19380428,    7,    0
101025,19380429,    7,    0
101025,19380430,    7,    0
101025,19380501,    7,    0
101025,19380502,    8,    0
101025,19380503,    7,    0
101025,19380504,    6,    0
101025,19380505,    4,    0
101025,19380506,    5,    0
101025,19380507,    4,    0
101025,19380508,    7,    0
101025,19380509,    8,    0
101025,19380510,    5,    0
101025,19380511,    6,    0
101025,19380512,    2,    0
101025,19380513,    2,    0
101025,19380514,    6,    0
101025,19380515,    6,    0
101025,19380516,    6,    0
101025,19380517,    4,    0
101025,19380518,    2,    0
101025,19380519,    5,    0
101025,19380520,    7,    0
101025,19380521,    3,    0
101025,19380522,    5,    0
101025,19380523,    1,    0
101025,19380524,    2,    0
101025,19380525,    2,    0
101025,19380526,    7,    0
101025,19380527,    5,    0
101025,19380528,    4,    0
101025,19380529,    2,    0
101025,19380530,    0,    0
101025,19380531,    8,    0
101025,19380601,    3,    0
101025,19380602,    5,    0
101025,19380603,    1,    0
101025,19380604,    5,    0
101025,19380605,    6,    0
101025,19380606,    1,    0
101025,19380607,    1,    0
101025,19380608,    3,    0
101025,19380609,    4,    0
101025,19380610,    2,    0
101025,19380611,    7,    0
101025,19380612,    5,    0
101025,19380613,    3,    0
101025,19380614,    0,    0
101025,19380615,    1,    0
101025,19380616,    0,    0
101025,19380617,    2,    0
101025,19380618,    1,    0
101025,19380619,    2,    0
101025,19380620,    3,    0
101025,19380621,    2,    0
101025,19380622,    5,    0
101025,19380623,    8,    0
101025,19380624,    6,    0
101025,19380625,    2,    0
101025,19380626,    1,    0
101025,19380627,    1,    0
101025,19380628,    3,    0
101025,19380629,    1,    0
101025,19380630,    1,    0
101025,19380701,    4,    0
101025,19380702,    6,    0
101025,19380703,    2,    0
101025,19380704,    0,    0
101025,19380705,    1,    0
101025,19380706,    8,    0
101025,19380707,    3,    0
101025,19380708,    3,    0
101025,19380709,    6,    0
101025,19380710,    2,    0
101025,19380711,    3,    0
101025,19380712,    1,    0
101025,19380713,    1,    0
101025,19380714,    2,    0
101025,19380715,    1,    0
101025,19380716,    4,    0
101025,19380717,    1,    0
101025,19380718,    1,    0
101025,19380719,    1,    0
101025,19380720,    2,    0
101025,19380721,    3,    0
101025,19380722,    5,    0
101025,19380723,    3,    0
101025,19380724,    3,    0
101025,19380725,    5,    0
101025,19380726,    2,    0
101025,19380727,    4,    0
101025,19380728,    2,    0
101025,19380729,    1,    0
101025,19380730,    1,    0
101025,19380731,    1,    0
101025,19380801,    1,    0
101025,19380802,    1,    0
101025,19380803,    0,    0
101025,19380804,    1,    0
101025,19380805,    1,    0
101025,19380806,    1,    0
101025,19380807,    1,    0
101025,19380808,    4,    0
101025,19380809,    1,    0
101025,19380810,    3,    0
101025,19380811,    7,    0
101025,19380812,    5,    0
101025,19380813,    3,    0
101025,19380814,    3,    0
101025,19380815,    4,    0
101025,19380816,    4,    0
101025,19380817,    4,    0
101025,19380818,    4,    0
101025,19380819,    5,    0
101025,19380820,    1,    0
101025,19380821,    3,    0
101025,19380822,    6,    0
101025,19380823,    1,    0
101025,19380824,    1,    0
101025,19380825,    5,    0
101025,19380826,    6,    0
101025,19380827,    6,    0
101025,19380828,    6,    0
101025,19380829,    7,    0
101025,19380830,    1,    0
101025,19380831,    1,    0
101025,19380901,    4,    0
101025,19380902,    6,    0
101025,19380903,    7,    0
101025,19380904,    3,    0
101025,19380905,    2,    0
101025,19380906,    4,    0
101025,19380907,    8,    0
101025,19380908,    4,    0
101025,19380909,    5,    0
101025,19380910,    2,    0
101025,19380911,    5,    0
101025,19380912,    4,    0
101025,19380913,    8,    0
101025,19380914,    6,    0
101025,19380915,    3,    0
101025,19380916,    2,    0
101025,19380917,    1,    0
101025,19380918,    3,    0
101025,19380919,    4,    0
101025,19380920,    3,    0
101025,19380921,    2,    0
101025,19380922,    4,    0
101025,19380923,    2,    0
101025,19380924,    8,    0
101025,19380925,    8,    0
101025,19380926,    6,    0
101025,19380927,    8,    0
101025,19380928,    7,    0
101025,19380929,    5,    0
101025,19380930,    5,    0
101025,19381001,    5,    0
101025,19381002,    1,    0
101025,19381003,    5,    0
101025,19381004,    1,    0
101025,19381005,    1,    0
101025,19381006,    8,    0
101025,19381007,    4,    0
101025,19381008,    0,    0
101025,19381009,    0,    0
101025,19381010,    1,    0
101025,19381011,    6,    0
101025,19381012,    8,    0
101025,19381013,    4,    0
101025,19381014,    5,    0
101025,19381015,    2,    0
101025,19381016,    2,    0
101025,19381017,    2,    0
101025,19381018,    8,    0
101025,19381019,    7,    0
101025,19381020,    1,    0
101025,19381021,    2,    0
101025,19381022,    5,    0
101025,19381023,    7,    0
101025,19381024,    8,    0
101025,19381025,    5,    0
101025,19381026,    6,    0
101025,19381027,    3,    0
101025,19381028,    1,    0
101025,19381029,    2,    0
101025,19381030,    4,    0
101025,19381031,    1,    0
101025,19381101,    0,    0
101025,19381102,    4,    0
101025,19381103,    1,    0
101025,19381104,    2,    0
101025,19381105,    1,    0
101025,19381106,    0,    0
101025,19381107,    1,    0
101025,19381108,    2,    0
101025,19381109,    1,    0
101025,19381110,    8,    0
101025,19381111,    8,    0
101025,19381112,    1,    0
101025,19381113,    2,    0
101025,19381114,    6,    0
101025,19381115,    6,    0
101025,19381116,    4,    0
101025,19381117,    4,    0
101025,19381118,    2,    0
101025,19381119,    4,    0
101025,19381120,    6,    0
101025,19381121,    8,    0
101025,19381122,    8,    0
101025,19381123,    0,    0
101025,19381124,    4,    0
101025,19381125,    4,    0
101025,19381126,    3,    0
101025,19381127,    1,    0
101025,19381128,    3,    0
101025,19381129,    8,    0
101025,19381130,    6,    0
101025,19381201,    5,    0
101025,19381202,    2,    0
101025,19381203,    1,    0
101025,19381204,    8,    0
101025,19381205,    3,    0
101025,19381206,    7,    0
101025,19381207,    4,    0
101025,19381208,    7,    0
101025,19381209,    3,    0
101025,19381210,    6,    0
101025,19381211,    8,    0
101025,19381212,    8,    0
101025,19381213,    8,    0
101025,19381214,    5,    0
101025,19381215,    2,    0
101025,19381216,    7,    0
101025,19381217,    8,    0
101025,19381218,    6,    0
101025,19381219,    7,    0
101025,19381220,    2,    0
101025,19381221,    6,    0
101025,19381222,    6,    0
101025,19381223,    4,    0
101025,19381224,    6,    0
101025,19381225,    1,    0
101025,19381226,    0,    0
101025,19381227,    1,    0
101025,19381228,    4,    0
101025,19381229,    3,    0
101025,19381230,    0,    0
101025,19381231,    0,    0
101025,19390101,    0,    0
101025,19390102,    8,    0
101025,19390103,    1,    0
101025,19390104,    3,    0
101025,19390105,    1,    0
101025,19390106,    4,    0
101025,19390107,    4,    0
101025,19390108,    0,    0
101025,19390109,    0,    0
101025,19390110,    0,    0
101025,19390111,    7,    0
101025,19390112,    1,    0
101025,19390113,    8,    0
101025,19390114,    5,    0
101025,19390115,    7,    0
101025,19390116,    7,    0
101025,19390117,    8,    0
101025,19390118,    4,    0
101025,19390119,    3,    0
101025,19390120,    7,    0
101025,19390121,    6,    0
101025,19390122,    5,    0
101025,19390123,    5,    0
101025,19390124,    5,    0
101025,19390125,    4,    0
101025,19390126,    7,    0
101025,19390127,    0,    0
101025,19390128,    8,    0
101025,19390129,    7,    0
101025,19390130,    0,    0
101025,19390131,    6,    0
101025,19390201,    2,    0
101025,19390202,    6,    0
101025,19390203,    5,    0
101025,19390204,    1,    0
101025,19390205,    4,    0
101025,19390206,    0,    0
101025,19390207,    0,    0
101025,19390208,    0,    0
101025,19390209,    0,    0
101025,19390210,    0,    0
101025,19390211,    0,    0
101025,19390212,    0,    0
101025,19390213,    0,    0
101025,19390214,    4,    0
101025,19390215,    3,    0
101025,19390216,    0,    0
101025,19390217,    0,    0
101025,19390218,    0,    0
101025,19390219,    5,    0
101025,19390220,    0,    0
101025,19390221,    1,    0
101025,19390222,    5,    0
101025,19390223,    8,    0
101025,19390224,    8,    0
101025,19390225,    5,    0
101025,19390226,    7,    0
101025,19390227,    0,    0
101025,19390228,    0,    0
101025,19390301,    0,    0
101025,19390302,    2,    0
101025,19390303,    6,    0
101025,19390304,    5,    0
101025,19390305,    6,    0
101025,19390306,    1,    0
101025,19390307,    6,    0
101025,19390308,    8,    0
101025,19390309,    0,    0
101025,19390310,    0,    0
101025,19390311,    0,    0
101025,19390312,    3,    0
101025,19390313,    5,    0
101025,19390314,    1,    0
101025,19390315,    0,    0
101025,19390316,    0,    0
101025,19390317,    3,    0
101025,19390318,    7,    0
101025,19390319,    8,    0
101025,19390320,    2,    0
101025,19390321,    0,    0
101025,19390322,    0,    0
101025,19390323,    5,    0
101025,19390324,    4,    0
101025,19390325,    4,    0
101025,19390326,    0,    0
101025,19390327,    2,    0
101025,19390328,    0,    0
101025,19390329,    0,    0
101025,19390330,    0,    0
101025,19390331,    5,    0
101025,19390401,    3,    0
101025,19390402,    6,    0
101025,19390403,    6,    0
101025,19390404,    7,    0
101025,19390405,    7,    0
101025,19390406,    8,    0
101025,19390407,    8,    0
101025,19390408,    8,    0
101025,19390409,    6,    0
101025,19390410,    7,    0
101025,19390411,    8,    0
101025,19390412,    3,    0
101025,19390413,    5,    0
101025,19390414,    6,    0
101025,19390415,    4,    0
101025,19390416,    1,    0
101025,19390417,    0,    0
101025,19390418,    0,    0
101025,19390419,    3,    0
101025,19390420,    2,    0
101025,19390421,    3,    0
101025,19390422,    1,    0
101025,19390423,    1,    0
101025,19390424,    3,    0
101025,19390425,    2,    0
101025,19390426,    4,    0
101025,19390427,    6,    0
101025,19390428,    4,    0
101025,19390429,    3,    0
101025,19390430,    6,    0
101025,19390501,    8,    0
101025,19390502,    5,    0
101025,19390503,    6,    0
101025,19390504,    4,    0
101025,19390505,    6,    0
101025,19390506,    7,    0
101025,19390507,    5,    0
101025,19390508,    3,    0
101025,19390509,    3,    0
101025,19390510,    3,    0
101025,19390511,    2,    0
101025,19390512,    0,    0
101025,19390513,    6,    0
101025,19390514,    1,    0
101025,19390515,    0,    0
101025,19390516,    2,    0
101025,19390517,    6,    0
101025,19390518,    3,    0
101025,19390519,    8,    0
101025,19390520,    4,    0
101025,19390521,    2,    0
101025,19390522,    1,    0
101025,19390523,    1,    0
101025,19390524,    1,    0
101025,19390525,    1,    0
101025,19390526,    1,    0
101025,19390527,    1,    0
101025,19390528,    1,    0
101025,19390529,    0,    0
101025,19390530,    6,    0
101025,19390531,    2,    0
101025,19390601,    6,    0
101025,19390602,    8,    0
101025,19390603,    8,    0
101025,19390604,    7,    0
101025,19390605,    4,    0
101025,19390606,    8,    0
101025,19390607,    8,    0
101025,19390608,    3,    0
101025,19390609,    4,    0
101025,19390610,    4,    0
101025,19390611,    6,    0
101025,19390612,    7,    0
101025,19390613,    3,    0
101025,19390614,    1,    0
101025,19390615,    1,    0
101025,19390616,    3,    0
101025,19390617,    4,    0
101025,19390618,    6,    0
101025,19390619,    8,    0
101025,19390620,    3,    0
101025,19390621,    2,    0
101025,19390622,    3,    0
101025,19390623,    4,    0
101025,19390624,    6,    0
101025,19390625,    7,    0
101025,19390626,    2,    0
101025,19390627,    3,    0
101025,19390628,    0,    0
101025,19390629,    0,    0
101025,19390630,    1,    0
101025,19390701,    2,    0
101025,19390702,    7,    0
101025,19390703,    1,    0
101025,19390704,    0,    0
101025,19390705,    4,    0
101025,19390706,    4,    0
101025,19390707,    0,    0
101025,19390708,    2,    0
101025,19390709,    2,    0
101025,19390710,    0,    0
101025,19390711,    2,    0
101025,19390712,    5,    0
101025,19390713,    5,    0
101025,19390714,    2,    0
101025,19390715,    4,    0
101025,19390716,    1,    0
101025,19390717,    3,    0
101025,19390718,    3,    0
101025,19390719,    1,    0
101025,19390720,    2,    0
101025,19390721,    5,    0
101025,19390722,    4,    0
101025,19390723,    6,    0
101025,19390724,    1,    0
101025,19390725,    6,    0
101025,19390726,    4,    0
101025,19390727,    4,    0
101025,19390728,    6,    0
101025,19390729,    3,    0
101025,19390730,    6,    0
101025,19390731,    2,    0
101025,19390801,    2,    0
101025,19390802,    3,    0
101025,19390803,    4,    0
101025,19390804,    5,    0
101025,19390805,    7,    0
101025,19390806,    4,    0
101025,19390807,    2,    0
101025,19390808,    1,    0
101025,19390809,    4,    0
101025,19390810,    1,    0
101025,19390811,    1,    0
101025,19390812,    5,    0
101025,19390813,    7,    0
101025,19390814,    5,    0
101025,19390815,    4,    0
101025,19390816,    3,    0
101025,19390817,    3,    0
101025,19390818,    1,    0
101025,19390819,    2,    0
101025,19390820,    4,    0
101025,19390821,    6,    0
101025,19390822,    6,    0
101025,19390823,    8,    0
101025,19390824,    1,    0
101025,19390825,    1,    0
101025,19390826,    5,    0
101025,19390827,    2,    0
101025,19390828,    1,    0
101025,19390829,    8,    0
101025,19390830,    7,    0
101025,19390831,    0,    0
101025,19390901,    4,    0
101025,19390902,    6,    0
101025,19390903,    7,    0
101025,19390904,    5,    0
101025,19390905,    6,    0
101025,19390906,    3,    0
101025,19390907,    2,    0
101025,19390908,    0,    0
101025,19390909,    0,    0
101025,19390910,    0,    0
101025,19390911,    1,    0
101025,19390912,    5,    0
101025,19390913,    4,    0
101025,19390914,    6,    0
101025,19390915,    7,    0
101025,19390916,    6,    0
101025,19390917,    8,    0
101025,19390918,    6,    0
101025,19390919,    5,    0
101025,19390920,    8,    0
101025,19390921,    7,    0
101025,19390922,    8,    0
101025,19390923,    4,    0
101025,19390924,    1,    0
101025,19390925,    4,    0
101025,19390926,    7,    0
101025,19390927,    4,    0
101025,19390928,    7,    0
101025,19390929,    6,    0
101025,19390930,    5,    0
101025,19391001,    8,    0
101025,19391002,    8,    0
101025,19391003,    8,    0
101025,19391004,    8,    0
101025,19391005,    4,    0
101025,19391006,    3,    0
101025,19391007,    7,    0
101025,19391008,    7,    0
101025,19391009,    1,    0
101025,19391010,    2,    0
101025,19391011,    5,    0
101025,19391012,    7,    0
101025,19391013,    3,    0
101025,19391014,    6,    0
101025,19391015,    8,    0
101025,19391016,    8,    0
101025,19391017,    8,    0
101025,19391018,    7,    0
101025,19391019,    7,    0
101025,19391020,    7,    0
101025,19391021,    8,    0
101025,19391022,    8,    0
101025,19391023,    8,    0
101025,19391024,    8,    0
101025,19391025,    6,    0
101025,19391026,    2,    0
101025,19391027,    3,    0
101025,19391028,    1,    0
101025,19391029,    5,    0
101025,19391030,    6,    0
101025,19391031,    4,    0
101025,19391101,    5,    0
101025,19391102,    4,    0
101025,19391103,    8,    0
101025,19391104,    3,    0
101025,19391105,    2,    0
101025,19391106,    0,    0
101025,19391107,    0,    0
101025,19391108,    3,    0
101025,19391109,    7,    0
101025,19391110,    8,    0
101025,19391111,    8,    0
101025,19391112,    6,    0
101025,19391113,    8,    0
101025,19391114,    1,    0
101025,19391115,    7,    0
101025,19391116,    8,    0
101025,19391117,    1,    0
101025,19391118,    0,    0
101025,19391119,    1,    0
101025,19391120,    2,    0
101025,19391121,    0,    0
101025,19391122,    0,    0
101025,19391123,    0,    0
101025,19391124,    7,    0
101025,19391125,    3,    0
101025,19391126,    1,    0
101025,19391127,    0,    0
101025,19391128,    3,    0
101025,19391129,    1,    0
101025,19391130,    2,    0
101025,19391201,    2,    0
101025,19391202,    1,    0
101025,19391203,    2,    0
101025,19391204,    7,    0
101025,19391205,    4,    0
101025,19391206,    0,    0
101025,19391207,    1,    0
101025,19391208,    2,    0
101025,19391209,    2,    0
101025,19391210,    6,    0
101025,19391211,    0,    0
101025,19391212,    1,    0
101025,19391213,    1,    0
101025,19391214,    1,    0
101025,19391215,    6,    0
101025,19391216,    2,    0
101025,19391217,    8,    0
101025,19391218,    6,    0
101025,19391219,    5,    0
101025,19391220,    3,    0
101025,19391221,    2,    0
101025,19391222,    6,    0
101025,19391223,    4,    0
101025,19391224,    8,    0
101025,19391225,    8,    0
101025,19391226,    8,    0
101025,19391227,    1,    0
101025,19391228,    6,    0
101025,19391229,    4,    0
101025,19391230,    5,    0
101025,19391231,    7,    0
101025,19400101,    8,    0
101025,19400102,    8,    0
101025,19400103,    3,    0
101025,19400104,    7,    0
101025,19400105,    5,    0
101025,19400106,    4,    0
101025,19400107,    2,    0
101025,19400108,    7,    0
101025,19400109,    3,    0
101025,19400110,    1,    0
101025,19400111,    8,    0
101025,19400112,    8,    0
101025,19400113,    8,    0
101025,19400114,    8,    0
101025,19400115,    4,    0
101025,19400116,    4,    0
101025,19400117,    4,    0
101025,19400118,    3,    0
101025,19400119,    7,    0
101025,19400120,    1,    0
101025,19400121,    6,    0
101025,19400122,    7,    0
101025,19400123,    0,    0
101025,19400124,    0,    0
101025,19400125,    1,    0
101025,19400126,    3,    0
101025,19400127,    4,    0
101025,19400128,    1,    0
101025,19400129,    6,    0
101025,19400130,    7,    0
101025,19400131,    6,    0
101025,19400201,    5,    0
101025,19400202,    4,    0
101025,19400203,    4,    0
101025,19400204,    6,    0
101025,19400205,    7,    0
101025,19400206,    5,    0
101025,19400207,    6,    0
101025,19400208,    7,    0
101025,19400209,    7,    0
101025,19400210,    2,    0
101025,19400211,    3,    0
101025,19400212,    5,    0
101025,19400213,    7,    0
101025,19400214,    2,    0
101025,19400215,    2,    0
101025,19400216,    3,    0
101025,19400217,    7,    0
101025,19400218,    6,    0
101025,19400219,    4,    0
101025,19400220,    4,    0
101025,19400221,    6,    0
101025,19400222,    8,    0
101025,19400223,    8,    0
101025,19400224,    8,    0
101025,19400225,    6,    0
101025,19400226,    5,    0
101025,19400227,    8,    0
101025,19400228,    8,    0
101025,19400229,    7,    0
101025,19400301,    8,    0
101025,19400302,    1,    0
101025,19400303,    7,    0
101025,19400304,    2,    0
101025,19400305,    3,    0
101025,19400306,    2,    0
101025,19400307,    4,    0
101025,19400308,    5,    0
101025,19400309,    7,    0
101025,19400310,    3,    0
101025,19400311,    8,    0
101025,19400312,    6,    0
101025,19400313,    7,    0
101025,19400314,    5,    0
101025,19400315,    8,    0
101025,19400316,    7,    0
101025,19400317,    7,    0
101025,19400318,    7,    0
101025,19400319,    7,    0
101025,19400320,    5,    0
101025,19400321,    6,    0
101025,19400322,    7,    0
101025,19400323,    4,    0
101025,19400324,    8,    0
101025,19400325,    6,    0
101025,19400326,    6,    0
101025,19400327,    4,    0
101025,19400328,    2,    0
101025,19400329,    5,    0
101025,19400330,    2,    0
101025,19400331,    0,    0
101025,19400401,    8,    0
101025,19400402,    6,    0
101025,19400403,    3,    0
101025,19400404,    2,    0
101025,19400405,    5,    0
101025,19400406,    6,    0
101025,19400407,    1,    0
101025,19400408,    2,    0
101025,19400409,    6,    0
101025,19400410,    2,    0
101025,19400411,    2,    0
101025,19400412,    1,    0
101025,19400413,    4,    0
101025,19400414,    1,    0
101025,19400415,    5,    0
101025,19400416,    8,    0
101025,19400417,    7,    0
101025,19400418,    2,    0
101025,19400419,    5,    0
101025,19400420,    6,    0
101025,19400421,    8,    0
101025,19400422,    6,    0
101025,19400423,    8,    0
101025,19400424,    3,    0
101025,19400425,    4,    0
101025,19400426,    6,    0
101025,19400427,    6,    0
101025,19400428,    3,    0
101025,19400429,    7,    0
101025,19400430,    4,    0
101025,19400501,    6,    0
101025,19400502,    4,    0
101025,19400503,    7,    0
101025,19400504,    1,    0
101025,19400505,    1,    0
101025,19400506,    0,    0
101025,19400507,    1,    0
101025,19400508,    4,    0
101025,19400509,    5,    0
101025,19400510,    8,    0
101025,19400511,    5,    0
101025,19400512,    4,    0
101025,19400513,    2,    0
101025,19400514,    7,    0
101025,19400515,    8,    0
101025,19400516,    6,    0
101025,19400517,    1,    0
101025,19400518,    1,    0
101025,19400519,    2,    0
101025,19400520,    3,    0
101025,19400521,    3,    0
101025,19400522,    4,    0
101025,19400523,    1,    0
101025,19400524,    6,    0
101025,19400525,    7,    0
101025,19400526,    8,    0
101025,19400527,    7,    0
101025,19400528,    8,    0
101025,19400529,    2,    0
101025,19400530,    1,    0
101025,19400531,    0,    0
101025,19400601,    0,    0
101025,19400602,    1,    0
101025,19400603,    0,    0
101025,19400604,    1,    0
101025,19400605,    8,    0
101025,19400606,    7,    0
101025,19400607,    4,    0
101025,19400608,    7,    0
101025,19400609,    5,    0
101025,19400610,    3,    0
101025,19400611,    8,    0
101025,19400612,    4,    0
101025,19400613,    8,    0
101025,19400614,    6,    0
101025,19400615,    2,    0
101025,19400616,    3,    0
101025,19400617,    5,    0
101025,19400618,    8,    0
101025,19400619,    5,    0
101025,19400620,    7,    0
101025,19400621,    7,    0
101025,19400622,    5,    0
101025,19400623,    8,    0
101025,19400624,    3,    0
101025,19400625,    2,    0
101025,19400626,    3,    0
101025,19400627,    2,    0
101025,19400628,    2,    0
101025,19400629,    2,    0
101025,19400630,    0,    0
101025,19400701,    1,    0
101025,19400702,    1,    0
101025,19400703,    1,    0
101025,19400704,    1,    0
101025,19400705,    3,    0
101025,19400706,    8,    0
101025,19400707,    3,    0
101025,19400708,    1,    0
101025,19400709,    4,    0
101025,19400710,    1,    0
101025,19400711,    3,    0
101025,19400712,    3,    0
101025,19400713,    2,    0
101025,19400714,    7,    0
101025,19400715,    1,    0
101025,19400716,    1,    0
101025,19400717,    2,    0
101025,19400718,    3,    0
101025,19400719,    2,    0
101025,19400720,    0,    0
101025,19400721,    3,    0
101025,19400722,    2,    0
101025,19400723,    5,    0
101025,19400724,    1,    0
101025,19400725,    1,    0
101025,19400726,    1,    0
101025,19400727,    2,    0
101025,19400728,    7,    0
101025,19400729,    6,    0
101025,19400730,    4,    0
101025,19400731,    0,    0
101025,19400801,    1,    0
101025,19400802,    1,    0
101025,19400803,    1,    0
101025,19400804,    1,    0
101025,19400805,    3,    0
101025,19400806,    1,    0
101025,19400807,    4,    0
101025,19400808,    7,    0
101025,19400809,    3,    0
101025,19400810,    1,    0
101025,19400811,    1,    0
101025,19400812,    3,    0
101025,19400813,    1,    0
101025,19400814,    2,    0
101025,19400815,    4,    0
101025,19400816,    0,    0
101025,19400817,    1,    0
101025,19400818,    0,    0
101025,19400819,    1,    0
101025,19400820,    2,    0
101025,19400821,    4,    0
101025,19400822,    2,    0
101025,19400823,    6,    0
101025,19400824,    5,    0
101025,19400825,    3,    0
101025,19400826,    4,    0
101025,19400827,    4,    0
101025,19400828,    7,    0
101025,19400829,    6,    0
101025,19400830,    1,    0
101025,19400831,    1,    0
101025,19400901,    1,    0
101025,19400902,    0,    0
101025,19400903,    0,    0
101025,19400904,    2,    0
101025,19400905,    2,    0
101025,19400906,    6,    0
101025,19400907,    3,    0
101025,19400908,    6,    0
101025,19400909,    5,    0
101025,19400910,    2,    0
101025,19400911,    1,    0
101025,19400912,    2,    0
101025,19400913,    1,    0
101025,19400914,    4,    0
101025,19400915,    3,    0
101025,19400916,    3,    0
101025,19400917,    1,    0
101025,19400918,    4,    0
101025,19400919,    1,    0
101025,19400920,    3,    0
101025,19400921,    1,    0
101025,19400922,    2,    0
101025,19400923,    5,    0
101025,19400924,    3,    0
101025,19400925,    4,    0
101025,19400926,    8,    0
101025,19400927,    2,    0
101025,19400928,    7,    0
101025,19400929,    6,    0
101025,19400930,    8,    0
101025,19401001,    3,    0
101025,19401002,    4,    0
101025,19401003,    5,    0
101025,19401004,    0,    0
101025,19401005,    3,    0
101025,19401006,    1,    0
101025,19401007,    1,    0
101025,19401008,    3,    0
101025,19401009,    7,    0
101025,19401010,    5,    0
